target,src_fm,rule_label,zero_shot_pred,few_shot_pred
"@Test public void voteMatch_match_one_empty_country_code() { affiliation.setCountryCode(""pl""); organization.setCountryCode(""""); assertTrue(voter.voteMatch(affiliation, organization)); }","@Override public boolean voteMatch(AffMatchAffiliation affiliation, AffMatchOrganization organization) { if (StringUtils.isEmpty(affiliation.getCountryCode()) || StringUtils.isEmpty(organization.getCountryCode())) { return true; } return affiliation.getCountryCode().equals(organization.getCountryCode()); }",NOISE,CLEAN,CLEAN
@Test public void evaluateConfidenceLevelThresholdShouldReturnNullWhenThresholdIsNull() { assertNull(ConfidenceLevelUtils.evaluateConfidenceLevelThreshold(null)); },public static Float evaluateConfidenceLevelThreshold(String trustLevelThreshold) { if (StringUtils.isNotBlank(trustLevelThreshold) && !WorkflowRuntimeParameters.UNDEFINED_NONEMPTY_VALUE.equals(trustLevelThreshold)) { return Float.parseFloat(trustLevelThreshold) / InfoSpaceConstants.CONFIDENCE_TO_TRUST_LEVEL_FACTOR; } return null; },CLEAN,CLEAN,CLEAN
"@Test public void testGetNextLinkFromHeaderSingle() throws Exception { String linkHeader = ""</api/next>; rel=\""next\""""; String result = SoftwareHeritageOriginsImporter.getNextLinkFromHeader(linkHeader); assertNotNull(result); assertEquals(""/api/next"", result); }","protected static String getNextLinkFromHeader(String linkHeader) { if (StringUtils.isNotBlank(linkHeader)) { String[] links = linkHeader.split(DELIM_LINKS); for (String link : links) { String[] segments = link.split(DELIM_LINK_PARAM); if (segments.length < 2) continue; String linkPart = segments[0].trim(); if (!linkPart.startsWith(""<"") || !linkPart.endsWith("">"")) { continue; } linkPart = linkPart.substring(1, linkPart.length() - 1); for (int i = 1; i < segments.length; i++) { String[] rel = segments[i].trim().split(""=""); if (rel.length < 2 || !META_REL.equals(rel[0])) { continue; } String relValue = rel[1]; if (relValue.startsWith(""\"""") && relValue.endsWith(""\"""")) { relValue = relValue.substring(1, relValue.length() - 1); } if (META_NEXT.equals(relValue)) { return linkPart; } } } } return null; }",CLEAN,CLEAN,CLEAN
"@Test public void shouldNotAllowEmptyParentMapId() { Map map = Map.builder().build(); MapLink link = MapLink.builder().parentMap(map).build(); tested.validate(Collections.singletonList(link), errors); verify(errors).rejectValue(eq(""[0].parentMap.id""), anyString()); }","public void validate(Object target, Errors errors) { List list = (List) target; for (int i = 0; i < list.size(); i++) { MapLink link = (MapLink) list.get(i); validateParentMap(link, i, errors); validateChildMap(link, i, errors); if (link.getParentMap() != null && link.getChildMap() != null) { if (link.getParentMap().getId() == link.getChildMap().getId()) { errors.rejectValue(String.format(""[%s].childMap"", i), ""Map can not link to itself""); } } isNotNull(link.getRelationshipType(), String.format(""[%s].relationshipType"", i), ""Relationship Type"", errors); if (link.getComment() != null && link.getComment().length() > 255) { errors.rejectValue(String.format(""[%s].comment"", i), ""Comment can't be longer than 255 characters""); } } }",CLEAN,CLEAN,NOISE
"@Test void shouldThrowOnCustomDetail() { assertThrows(IllegalArgumentException.class, () -> Problem.builder().with(""detail"", ""foo"")); }","public ProblemBuilder with(final String key, final Object value) throws IllegalArgumentException { if (RESERVED_PROPERTIES.contains(key)) { throw new IllegalArgumentException(""Property "" + key + "" is reserved""); } parameters.put(key, value); return this; }",CLEAN,CLEAN,CLEAN
"@Test public void getNodeUriNullTest() throws Exception { try { URI uri = new URI(null); SystemUtils.getNodeURI(); fail(""The URI cannot be null""); } catch (Exception ex) { } }","public static URI getNodeURI() throws URISyntaxException { SystemSetting envConfig = SystemSetting.getInstance(); return new URI(envConfig.getString(SystemSettingKey.BROKER_SCHEME), null, envConfig.getString(SystemSettingKey.BROKER_HOST), envConfig.getInt(SystemSettingKey.BROKER_INTERNAL_CONNECTOR_PORT), null, null, null); }",CLEAN,NOISE,NOISE
"@Test public void send() throws Exception { TextMessage msg = new TextMessage(""This is a test message""); String another = ""another test object""; Assert.assertTrue(radio.send(another)); Assert.assertTrue(radio.send(msg)); Assert.assertEquals(msg, radio.getMessage(TextMessage.class)); Assert.assertEquals(another, radio.getMessage(String.class)); Assert.assertTrue(publisher.getReceivedMessages().get(0) instanceof RadioMessage); }","public boolean send(Object msg) { publisher.send(new RadioMessage(teamName, msg)); return true; }",CLEAN,CLEAN,CLEAN
"@Test public void getNameTest() { String expectedName = ""stream""; assertEquals(""Expected and actual values should be the same."", expectedName, streamDomain.getName()); }",@Override public String getName() { return name; },NOISE,CLEAN,CLEAN
"@Test public void testFindPattern() { checkPattern(""ケーキ"", ""KKK""); checkPattern(""bーキ"", ""aーK""); checkPattern(""ｰヽヾ"", ""kKK""); checkPattern(""ゝゞゟ"", ""HHゟ""); checkPattern(""ほーむ"", ""HHH""); checkPattern(""dー"", ""aー""); checkPattern(""abc-d"", ""aaa-a""); checkPattern(""Straße"", ""Aaaaaa""); checkPattern(""トンキンｨｩ"", ""KKKKkk""); checkPattern(""とうきょう"", ""HHHHH""); checkPattern(""서울"", ""GG""); checkPattern(""北京"", ""CC""); checkPattern(""\uD840\uDC00"", ""C""); checkPattern(""\uD840\uDC40\uD840\uDFD3\uD841\uDC01\uD840\uDFD3"", ""CCCC""); }","public static String findPattern(String stringToRecognize) { StringBuilder sb = new StringBuilder(); boolean skipNextOne = false; for (int i = 0; i < stringToRecognize.length(); i++) { if (skipNextOne) { skipNextOne = false; continue; } Integer codePoint = stringToRecognize.codePointAt(i); if (isValidProlongedSoundMark(codePoint, sb)) { sb.append(sb.charAt(sb.length() - 1)); } else { sb.append(Character.toChars(findReplaceCodePoint(codePoint))); } if (Character.isHighSurrogate(stringToRecognize.charAt(i))) { skipNextOne = true; } } return sb.toString(); }",NOISE,CLEAN,CLEAN
"@Test public void testConvertHalfToHalfAllMixedWithNBSP() { ConversionConfig config = new ConversionConfig.Builder() .halfToFull() .withDigit(true) .withLetter(true) .withKatanana(true) .withOtherChars(true) .build(); CharWidthConverter converter = new CharWidthConverter(config); assertEquals(FULL_MIXED, converter.convert(HALF_MIXED_WITH_NBSP)); }","public String convert(String input) { if (StringUtils.isEmpty(input)) { return StringUtils.EMPTY; } String result = null; switch (config.getMode()) { case NFKC: result = Normalizer.normalize(input, Normalizer.Form.NFKC); break; case HALF_TO_FULL: result = halfwidthToFullwidth(input); break; case FULL_TO_HALF: result = fullwidthToHalfwidth(input); break; default: break; } return result; }",CLEAN,CLEAN,CLEAN
"@Test public void replaceStringCodePointsWithOnecharacter() { Random random = new Random(123); String input = ""c""; Integer codePoint = ""e"".codePointAt(0); List<Integer> repalceStringCodePoint = TextPatternUtil.replaceStringCodePoints(input, random); assertEquals(codePoint, repalceStringCodePoint.get(0)); }","public static List<Integer> replaceStringCodePoints(String stringToReplace, Random random) { List<Integer> codePoints = new ArrayList<>(); long numberCodePoints = stringToReplace.codePoints().count(); for (int i = 0; i < numberCodePoints; i++) { Integer codePoint = stringToReplace.codePointAt(i); codePoints.add(replaceCharacter(codePoint, random)); } return codePoints; }",CLEAN,CLEAN,CLEAN
"@Test public void testgetLabeledAttributeMatchWeights() { AttributeMatcherType type = AttributeMatcherType.JARO; IAttributeMatcher attMatcher = AttributeMatcherFactory.createMatcher(type); final String colName = ""EMAIL""; attMatcher.setAttributeName(colName); IAttributeMatcher[] allAttMatchers = new IAttributeMatcher[] { attMatcher }; IRecordMatcher matcher = RecordMatcherFactory.createMatcher(RecordMatcherType.simpleVSRMatcher); matcher.setRecordSize(1); assertTrue(matcher.setAttributeMatchers(allAttMatchers)); matcher.setDisplayLabels(Boolean.TRUE); String labeledAttributeMatchWeights = matcher.getLabeledAttributeMatchWeights(); assertEquals(""no computation done. Result should be 0"", ""EMAIL: 0.0"", labeledAttributeMatchWeights); assertEquals(1.0d, matcher.getMatchingWeight(RECORDS1[1], RECORDS1[1]), EPSILON); labeledAttributeMatchWeights = matcher.getLabeledAttributeMatchWeights(); assertEquals(""Computation done and exact match. Result should be 1"", ""EMAIL: 1.0"", labeledAttributeMatchWeights); }","@Override public double getMatchingWeight(String[] record1, String[] record2) { double result = 0; if (blockedIndices != null) { for (int i = 0; i < super.blockedIndices.length; i++) { int blockedIdx = blockedIndices[i]; double pa = computeMatchingWeight(blockedIdx, record1, record2); if (pa < super.blockingThreshold) { return 0; } result += pa * attributeWeights[blockedIdx]; } } for (int j = 0; j < getUsedIndicesNotblocked().length; j++) { int usedIdx = usedIndicesNotblocked[j]; double pa = computeMatchingWeight(usedIdx, record1, record2); result += pa * attributeWeights[usedIdx]; } if (result > 1.0) { final BigDecimal l = new BigDecimal(Double.toString(result)); result = l.setScale(1, BigDecimal.ROUND_DOWN).doubleValue(); } return result; }",NOISE,CLEAN,CLEAN
"@Test public void shouldExtractJsonDoc() { final Object result = udf.evaluate(JSON_DOC, ""$.thing1""); assertThat(result, is(""{\""thing2\"":\""hello\""}"")); }","@Override public Object evaluate(Object... args) { if (args.length != 2) { throw new KsqlFunctionException(""getStringFromJson udf should have two input arguments:"" + "" JSON document and JSON path.""); } ensureInitialized(args); JsonNode currentNode = parseJsonDoc(args[0]); for (String token : tokens) { if (currentNode instanceof ArrayNode) { try { final int index = Integer.parseInt(token); currentNode = currentNode.get(index); } catch (NumberFormatException e) { return null; } } else { currentNode = currentNode.get(token); } if (currentNode == null) { return null; } } if (currentNode.isTextual()) { return currentNode.asText(); } else { return currentNode.toString(); } }",NOISE,CLEAN,CLEAN
"@Test public void testEmptyWrappingAbstractSection() throws Exception { JCas cas = JCasFactory.createJCas(""de.julielab.jcore.types.jcore-document-meta-pubmed-types"", ""de.julielab.jcore.types.jcore-document-structure-pubmed-types""); CollectionReader reader = CollectionReaderFactory.createReader(PMCReader.class, PMCReader.PARAM_INPUT, ""src/test/resources/documents-misc/PMC2836310.nxml.gz""); reader.getNext(cas.getCas()); Iterator<AnnotationFS> secIt = CasUtil.iterator(cas.getCas(), CasUtil.getAnnotationType(cas.getCas(), AbstractSection.class)); assertTrue(secIt.hasNext()); int i = 0; while (secIt.hasNext()) { AbstractSection sec = (AbstractSection) secIt.next(); if (i == 1) { assertEquals(""Background"", sec.getAbstractSectionHeading().getCoveredText()); } if (i == 2) { assertEquals(""Results"", sec.getAbstractSectionHeading().getCoveredText()); } if (i == 3) { assertEquals(""Conclusions"", sec.getAbstractSectionHeading().getCoveredText()); } assertTrue(i < 4); ++i; } }","@Override public void getNext(JCas cas) throws CollectionException { URI next = null; try { next = pmcFiles.next(); casPopulator.populateCas(next, cas); if (extractIdFromFilename) ((Header)cas.getAnnotationIndex(Header.type).iterator().next()).setDocId(getIdFromFilename(next)); } catch (ElementParsingException e) { log.error(""Exception occurred when trying to parse {}"", next, e); throw new CollectionException(e); } completed++; }",NOISE,CLEAN,CLEAN
"@Test public void ensureCorrectCommandTopicName() { KsqlRestConfig config = new KsqlRestConfig(getBaseProperties()); String commandTopicName = config.getCommandTopic(""TestKSql""); assertThat(commandTopicName, equalTo(""_confluent-ksql-TestKSql_"" + KsqlRestConfig.COMMAND_TOPIC_SUFFIX)); }","public String getCommandTopic(String ksqlServiceId) { return String.format( ""%s%s_%s"", KsqlConstants.KSQL_INTERNAL_TOPIC_PREFIX, ksqlServiceId, COMMAND_TOPIC_SUFFIX ); }",CLEAN,CLEAN,NOISE
"@Test(expectedExceptions = ApiException.class) public void shouldNotValidateIfNoModuleType() throws ApiException, ParseException { ProjectModule module = DtoFactory.newDto(ProjectModule.class).withPath(""/module/path""); NewProject newProject = DtoFactory.newDto(NewProject.class).withModules(Arrays.asList(module)); Factory localFactory = DtoFactory.getInstance().clone(factory).withProject(newProject); validator.validateModules(localFactory); }","protected void validateModules(Factory factory) throws ApiException { if (factory.getProject() != null && !factory.getProject().getModules().isEmpty()) { for (ProjectModule module : factory.getProject().getModules()) { String path = emptyToNull(module.getPath()); String type = emptyToNull(module.getType()); if (path == null) { throw new ConflictException(""Module path cannot be empty.""); } else if (type == null) { throw new ConflictException(""Module type cannot be empty""); } } } }",CLEAN,CLEAN,CLEAN
"@Test public void removeDiacritics() { String value = ""\u0301aáLEßæ Łók""; assertEquals(""aaLEssae Lok"", DiacriticsRemover.removeDiacritics(value)); }","public static String removeDiacritics(String text) { if (text == null) { return null; } String tmp = Normalizer.normalize(text, Normalizer.Form.NFKD); StringBuilder builder = new StringBuilder(); for (int i = 0; i < tmp.length(); i++) { Character ch = tmp.charAt(i); if (Character.getType(ch) == Character.NON_SPACING_MARK) { continue; } if (lookup.containsKey(ch)) { builder.append(lookup.get(ch)); } else { builder.append(ch); } } return builder.toString(); }",CLEAN,CLEAN,CLEAN
"@Test public void testConvertZero() { double zero = 0.0; DistanceConverter converter = new DistanceConverter(DistanceConverter.DEFAULT_DISTANCE_FROM, DistanceConverter.DEFAULT_DISTANCE_TO); assertEquals(zero, converter.convert(zero), delta); }",public double convert(double value) { if (Double.isNaN(value)) { return value; } if (this.deFrom.equals(this.deTo)) { return value; } BigDecimal bdResult = new BigDecimal(String.valueOf(value)).multiply(this.multiplier); return bdResult.doubleValue(); },CLEAN,CLEAN,CLEAN
"@Test public void testCheck_null() { tldCheck = new TLDsCheckerImpl(null, true); String email = ""ab.c@sina.com.abx1""; boolean check = tldCheck.check(email); Assert.assertFalse(check); email = ""ab.c@sina.com.xy.""; tldCheck = new TLDsCheckerImpl(new ArrayList<String>(), true); check = tldCheck.check(email); Assert.assertFalse(check); }","@Override public boolean check(String email) { if (!isSelectBlackList) { return true; } if (email == null || email.indexOf('@') == -1) { return false; } String inputEmailTld = email.substring(email.lastIndexOf(""."") + 1); if (tLDs != null && tLDs.contains(inputEmailTld.toUpperCase())) { return true; } return DomainValidator.getInstance(true).isValidTld(inputEmailTld); }",NOISE,CLEAN,CLEAN
"@Test public void shouldFormatStringLiteral() { assertThat(ExpressionFormatter.formatExpression(new StringLiteral(""string"")), equalTo(""'string'"")); }","public static String formatExpression(Expression expression) { return formatExpression(expression, true); }",CLEAN,CLEAN,CLEAN
"@Test public void hash() { when(getOrgNamesFunction.apply(organization)).thenReturn(Lists.newArrayList(""ICM"", ""PWR"")); when(stringHasher.hash(""ICM"")).thenReturn(""HASH""); String hash = hasher.hash(organization); assertEquals(""HASH"", hash); }",@Override public String hash(AffMatchOrganization organization) { Preconditions.checkNotNull(organization); List<String> orgNames = getOrgNamesFunction.apply(organization); if (CollectionUtils.isEmpty(orgNames)) { return null; } return stringHasher.hash(orgNames.get(0)); },NOISE,CLEAN,CLEAN
"@Test public void testEncodeQRestricted() throws Exception { byte[] b = new byte[136]; for (int i = 0; i < 136; i++) { b[i] = (byte) i; } String expected = ""=00=01=02=03=04=05=06=07=08=09=0A=0B=0C=0D=0E=0F"" + ""=10=11=12=13=14=15=16=17=18=19=1A=1B=1C=1D=1E=1F_!=22=23"" + ""=24=25=26=27=28=29*+=2C-=2E/0123456789=3A=3B=3C=3D=3E=3F"" + ""=40ABCDEFGHIJKLMNOPQRSTUVWXYZ=5B=5C=5D=5E=5F=60abcdefghi"" + ""jklmnopqrstuvwxyz=7B=7C=7D=7E=7F=80=81=82=83=84=85=86=87""; Assert.assertEquals(expected, EncoderUtil.encodeQ(b, Usage.WORD_ENTITY)); }","public static String encodeQ(byte[] bytes, Usage usage) { BitSet qChars = usage == Usage.TEXT_TOKEN ? Q_REGULAR_CHARS : Q_RESTRICTED_CHARS; StringBuilder sb = new StringBuilder(); for (byte aByte : bytes) { int v = aByte & 0xff; if (v == 32) { sb.append('_'); } else if (!qChars.get(v)) { sb.append('='); sb.append(hexDigit(v >>> 4)); sb.append(hexDigit(v & 0xf)); } else { sb.append((char) v); } } return sb.toString(); }",CLEAN,CLEAN,CLEAN
"@Test(expectedExceptions = ForbiddenException.class) public void testWithoutAccountID() throws ApiException { String userIdFactory = ""florent""; Author author = mock(Author.class); doReturn(author).when(factory).getCreator(); doReturn(userIdFactory).when(author).getUserId(); factoryEditValidator.validate(factory, ""toto""); }","@Override public void validate(Factory factory, String userId) throws ApiException { boolean granted = validateAuthor(factory, userId); if (!granted) { validateAccountOwner(factory, userId); } }",NOISE,CLEAN,CLEAN
"@Test public void shouldNotCallCallbackOnCanceled() throws Exception { presenter = new InputDialogPresenter(view, TITLE, MESSAGE, inputCallback, null, localizationConstant); presenter.cancelled(); verify(view).closeDialog(); verify(cancelCallback, never()).cancelled(); }",@Override public void cancelled() { this.view.closeDialog(); if (this.cancelCallback != null) { this.cancelCallback.cancelled(); } },NOISE,NOISE,CLEAN
"@Test public void testSecondIsZero() { assertEquals(0.0, comp.compare(""42.0"", ""0.0"")); }","@Override public double compare(String v1, String v2) { double d1; double d2; try { d1 = Double.parseDouble(v1); d2 = Double.parseDouble(v2); } catch (NumberFormatException e) { return 0.5; } if (d1 == 0.0 && d2 == 0.0) return 1.0; if (d1 < 0.0 && d2 < 0.0) { d1 *= -1.0; d2 *= -1.0; } if (d2 < d1) { double tmp = d2; d2 = d1; d1 = tmp; } double ratio = d1 / d2; if (ratio < minratio) return 0.0; else return ratio; }",NOISE,CLEAN,CLEAN
"@Test public void testSetLength() throws Exception { ByteArrayBuffer buffer = new ByteArrayBuffer(4); buffer.setLength(2); Assert.assertEquals(2, buffer.length()); }",public void setLength(int len) { if (len < 0 || len > this.buffer.length) { throw new IndexOutOfBoundsException(); } this.len = len; },CLEAN,CLEAN,CLEAN
"@Test public void extractIdMapping() throws Exception { doReturn(filteredDocumentsMetadataRdd).when(documentsMetadataRdd).filter(any()); doReturn(documentsMetadataWithExternalIdKeyRdd).when(filteredDocumentsMetadataRdd).keyBy(any()); doReturn(groupedByKeyDocumentsMetadataRdd).when(documentsMetadataWithExternalIdKeyRdd).groupByKey(); doReturn(documentsMetadataWithUniqueExternalIdKeyRdd).when(groupedByKeyDocumentsMetadataRdd).mapValues(any()); doReturn(idMappingRdd).when(documentsMetadataWithUniqueExternalIdKeyRdd).mapValues(any()); JavaPairRDD<String, String> retIdMappingRdd = idMappingExtractor.extractIdMapping(documentsMetadataRdd, ""someIdType"", pickOneDocumentMetadataFunction); assertTrue(retIdMappingRdd == idMappingRdd); verify(documentsMetadataRdd).filter(filterDocumentsMetadataFunctionArg.capture()); assertFilterFunction(filterDocumentsMetadataFunctionArg.getValue()); verify(filteredDocumentsMetadataRdd).keyBy(attachExternalIdKeyFunctionArg.capture()); assertAttachExternalIdKeyFunction(attachExternalIdKeyFunctionArg.getValue()); verify(documentsMetadataWithExternalIdKeyRdd).groupByKey(); verify(groupedByKeyDocumentsMetadataRdd).mapValues(same(pickOneDocumentMetadataFunction)); verify(documentsMetadataWithUniqueExternalIdKeyRdd).mapValues(extractIdFunctionArg.capture()); assertExtractIdFunction(extractIdFunctionArg.getValue()); }","public JavaPairRDD<String, String> extractIdMapping(JavaRDD<DocumentMetadata> documents, String idType, Function<Iterable<DocumentMetadata>, DocumentMetadata> pickSingle) { JavaPairRDD<String, String> externalIdToId = documents .filter(document -> document.getExternalIdentifiers() != null && document.getExternalIdentifiers().containsKey(idType)) .keyBy(document -> document.getExternalIdentifiers().get(idType).toString()) .groupByKey() .mapValues(pickSingle) .mapValues(document -> document.getId().toString()); return externalIdToId; }",CLEAN,CLEAN,CLEAN
"@Test public void testLongOverlapComparator() throws Exception { JCas cas = JCasFactory.createJCas(""de.julielab.jcore.types.jcore-all-types""); Annotation a = new Annotation(cas, 1234, 9876); long l = (5000l << 32) | 15000; assertEquals(0, Comparators.longOverlapComparator().compare(l, TermGenerators.longOffsetTermGenerator().asKey(a))); l = (50l << 32) | 5000; assertEquals(0, Comparators.longOverlapComparator().compare(l, TermGenerators.longOffsetTermGenerator().asKey(a))); l = (2000l << 32) | 5000; assertEquals(0, Comparators.longOverlapComparator().compare(l, TermGenerators.longOffsetTermGenerator().asKey(a))); l = (50l << 32) | 15000; assertEquals(0, Comparators.longOverlapComparator().compare(l, TermGenerators.longOffsetTermGenerator().asKey(a))); l = (10l << 32) | 17; assertTrue(0 > Comparators.longOverlapComparator().compare(l, TermGenerators.longOffsetTermGenerator().asKey(a))); l = (10000l << 32) | 15000; assertTrue(0 < Comparators.longOverlapComparator().compare(l, TermGenerators.longOffsetTermGenerator().asKey(a))); }","public static Comparator<Long> longOverlapComparator() { return (o1, o2) -> { int b1 = (int)(o1 >> 32); int e1 = (int)(o1 >> 0); int b2 = (int)(o2 >> 32); int e2 = (int)(o2 >> 0); if ((b1 <= b2) && (e1 >= e2)) { return 0; } else if ((b1 >= b2) && (e1 <= e2)) { return 0; } else if ((b1 < e2) && (e1 > e2)) { return 0; } else if ((b1 < b2) && (e1 > b2)) { return 0; } return b1 - b2; }; }",CLEAN,CLEAN,CLEAN
"@Test public void testGetPostAlgoResult() { assertEquals(TEST_STR, AlgorithmSwitch.getPostAlgoResult( BlockingKeyPostAlgorithmEnum.USE_DEFAULT.getComponentValueName(), TEST_STR, BLANK_STR)); assertEquals(SPACE_STR, AlgorithmSwitch.getPostAlgoResult( BlockingKeyPostAlgorithmEnum.USE_DEFAULT.getComponentValueName(), BLANK_STR, SPACE_STR)); assertEquals(TEST_STR, AlgorithmSwitch .getPostAlgoResult(BlockingKeyPostAlgorithmEnum.USE_DEFAULT.getComponentValueName(), TEST_STR, null)); assertEquals(TEST_STR, AlgorithmSwitch.getPostAlgoResult( BlockingKeyPostAlgorithmEnum.USE_DEFAULT.getComponentValueName(), SPACE_STR, TEST_STR)); assertEquals(""Test test12"", AlgorithmSwitch.getPostAlgoResult(BlockingKeyPostAlgorithmEnum.USE_DEFAULT.getComponentValueName(), NULL_STR, ""Test test12"")); }","public static String getPostAlgoResult(String algoName, String algoPara, String colValue) { BlockingKeyPostAlgorithmEnum typeBySavedValue = BlockingKeyPostAlgorithmEnum.getTypeBySavedValue(algoName); if (typeBySavedValue == null) { return StringUtils.EMPTY; } switch (typeBySavedValue) { case LEFT_CHAR: return AlgoBox.add_Left_Char(colValue, algoPara); case RIGHT_CHAR: return AlgoBox.add_Right_Char(colValue, algoPara); case NON_ALGO: break; case USE_DEFAULT: return AlgoBox.useDefault(colValue, algoPara); default: return StringUtils.EMPTY; } return StringUtils.EMPTY; }",CLEAN,CLEAN,CLEAN
"@Test public void testIncludingAnnotations() throws Exception { JCas jcas = JCasFactory.createJCas(""de.julielab.jcore.types.jcore-all-types""); jcas.setDocumentText(""long form includes short form""); Token t1 = new Token(jcas, 0, 4); t1.addToIndexes(); Token t2 = new Token(jcas, 5, 9); t2.addToIndexes(); Token t3 = new Token(jcas, 10, 18); t3.addToIndexes(); Token t4 = new Token(jcas, 19, 24); t4.addToIndexes(); Token t5 = new Token(jcas, 25, 29); t5.addToIndexes(); EntityMention em1 = new EntityMention(jcas, 0, 29); em1.addToIndexes(); EntityMention em2 = new EntityMention(jcas, 19, 29); em2.addToIndexes(); DocumentAnnotation docAnn = new DocumentAnnotation(jcas, 0, 29); docAnn.addToIndexes(); EntityMention includedAnnotation = JCoReAnnotationTools.getIncludingAnnotation(jcas, t4, EntityMention.class); assertNotNull(includedAnnotation); assertEquals(em1, includedAnnotation); }","@SuppressWarnings(""unchecked"") public static <T extends Annotation> T getIncludingAnnotation(JCas aJCas, Annotation focusAnnotation, Class<T> cls) { FSIterator<Annotation> cursor = aJCas.getAnnotationIndex().iterator(); cursor.moveToFirst(); Annotation currentAnnotation = null; while (cursor.isValid() && ((currentAnnotation = cursor.get()).getEnd() < focusAnnotation.getEnd() || !cls.isInstance(currentAnnotation))) { cursor.moveToNext(); } Range<Integer> currentRange = Range.between(currentAnnotation.getBegin(), currentAnnotation.getEnd()); Range<Integer> focusRange = Range.between(focusAnnotation.getBegin(), focusAnnotation.getEnd()); if (cursor.isValid() && cls.isInstance(currentAnnotation) && currentRange.containsRange(focusRange)) return (T) cursor.get(); return null; }",NOISE,CLEAN,CLEAN
"@Test public void testExtractFromDocumentWithAllFieldsSet() throws Exception { String title = ""some title""; String abstractText = ""some abstract""; String classIpcText = ""some class IPC text""; String applnEpodocId = ""1234""; String applnDate = ""20200501""; String publnDate = ""20000530""; List<String> epodocApplicantNames = Lists.newArrayList(""John Smith [PL]""); String xmlContents = buildXMLContents(title, abstractText, classIpcText, applnEpodocId, applnDate, publnDate, epodocApplicantNames); Patent.Builder patentBuilder = parser.parse(xmlContents, getPatentBuilderInitializedWithRequiredFields()); Patent patent = patentBuilder.build(); assertNotNull(patent); assertEquals(title, patent.getApplnTitle()); assertNotNull(patent.getApplnAbstract()); assertEquals(abstractText, patent.getApplnAbstract()); assertNotNull(patent.getIpcClassSymbol()); assertEquals(1, patent.getIpcClassSymbol().size()); assertEquals(classIpcText, patent.getIpcClassSymbol().get(0)); assertEquals(applnEpodocId, patent.getApplnNrEpodoc()); assertEquals(""2020-05-01"", patent.getApplnFilingDate()); assertEquals(""2000-05-30"", patent.getEarliestPublnDate()); assertNotNull(patent.getApplicantNames()); assertEquals(1, patent.getApplicantNames().size()); assertEquals(""John Smith"", patent.getApplicantNames().get(0)); assertNotNull(patent.getApplicantCountryCodes()); assertEquals(1, patent.getApplicantCountryCodes().size()); assertEquals(""PL"", patent.getApplicantCountryCodes().get(0)); }","@Override public Patent.Builder parse(CharSequence source, Patent.Builder patentBuilder) throws PatentMetadataParserException { try { XPath xPath = XPathFactory.newInstance().newXPath(); DocumentBuilder builder = DocumentBuilderFactory.newInstance().newDocumentBuilder(); Document xmlDocument = builder.parse(new InputSource(new StringReader(source.toString()))); patentBuilder.setApplnTitle(extractTrimmedValueForPreferredEnglishLanguage( (NodeList) xPath.compile(XPATH_EXPR_INVENTION_TITLE).evaluate(xmlDocument, XPathConstants.NODESET))); patentBuilder.setApplnAbstract(extractTrimmedValueForPreferredEnglishLanguage( (NodeList) xPath.compile(XPATH_EXPR_ABSTRACT).evaluate(xmlDocument, XPathConstants.NODESET))); CharSequence epoDoc = extractFirstNonEmptyTrimmedTextContent( (NodeList) xPath.compile(xPathExpApplnDocIdEpodoc).evaluate(xmlDocument, XPathConstants.NODESET)); if (StringUtils.isNotBlank(epoDoc)) { patentBuilder.setApplnNrEpodoc(epoDoc); } patentBuilder.setApplnFilingDate(convertDate(extractEarliestDate( (NodeList) xPath.compile(XPATH_EXPR_APLN_DATE).evaluate(xmlDocument, XPathConstants.NODESET)))); patentBuilder.setEarliestPublnDate(convertDate(extractEarliestDate( (NodeList) xPath.compile(XPATH_EXPR_PUBL_DATE).evaluate(xmlDocument, XPathConstants.NODESET)))); List<CharSequence> ipcClasses = extractNonEmptyTrimmedTextContent( (NodeList) xPath.compile(XPATH_EXPR_CLASS_IPC).evaluate(xmlDocument, XPathConstants.NODESET)); if (CollectionUtils.isNotEmpty(ipcClasses)) { patentBuilder.setIpcClassSymbol(ipcClasses); } NodeList epodocNameNodes = (NodeList) xPath.compile(xPathExpApplicantEpodocName).evaluate(xmlDocument, XPathConstants.NODESET); List<CharSequence> applicantEpodocNames = extractNonEmptyTrimmedTextContent(epodocNameNodes); if (CollectionUtils.isNotEmpty(applicantEpodocNames)) { patentBuilder.setApplicantNames(cleanNames(applicantEpodocNames)); patentBuilder.setApplicantCountryCodes(extractCountryCodes(applicantEpodocNames)); } return patentBuilder; } catch (Exception e) { throw new PatentMetadataParserException(""error while parsing XML contents: "" + source, e); } }",NOISE,CLEAN,CLEAN
"@Test(expected = NullPointerException.class) public void readOrganizations_sparkContext_null() { reader.readOrganizations(null, ""/aaa""); }","@Override public JavaRDD<AffMatchOrganization> readOrganizations(JavaSparkContext sc, String inputPath) { Preconditions.checkNotNull(sc); Preconditions.checkArgument(StringUtils.isNotBlank(inputPath)); JavaRDD<Organization> sourceOrganizations = sparkAvroLoader.loadJavaRDD(sc, inputPath, Organization.class); JavaRDD<AffMatchOrganization> organizations = sourceOrganizations.map(srcOrg -> organizationConverter.convert(srcOrg)); return organizations; }",NOISE,CLEAN,CLEAN
